201,2,3,2,20
5,0,-0,3.1416,-1.9739,-0,0,0
4.9975,0.15705,-0.09868,3.14,-1.9729,-0.062002,0,0
4.9901,0.31395,-0.19726,3.1354,-1.97,-0.12394,0,0
4.9778,0.47054,-0.29565,3.1277,-1.9652,-0.18576,0,0
4.9606,0.62667,-0.39375,3.1168,-1.9584,-0.2474,0,0
4.9384,0.78217,-0.49145,3.1029,-1.9496,-0.30879,0,0
4.9114,0.93691,-0.58868,3.0859,-1.939,-0.36988,0,0
4.8796,1.0907,-0.68532,3.0659,-1.9264,-0.4306,0,0
4.8429,1.2434,-0.78128,3.0429,-1.9119,-0.49089,0,0
4.8015,1.395,-0.87648,3.0169,-1.8955,-0.55071,0,0
4.7553,1.5451,-0.97081,2.9878,-1.8773,-0.60998,0,0
4.7044,1.6937,-1.0642,2.9559,-1.8572,-0.66864,0,0
4.6489,1.8406,-1.1565,2.921,-1.8353,-0.72665,0,0
4.5888,1.9857,-1.2477,2.8832,-1.8116,-0.78394,0,0
4.5241,2.1289,-1.3376,2.8426,-1.7861,-0.84045,0,0
4.455,2.27,-1.4263,2.7992,-1.7588,-0.89614,0,0
4.3815,2.4088,-1.5135,2.753,-1.7298,-0.95094,0,0
4.3037,2.5452,-1.5992,2.7041,-1.699,-1.0048,0,0
4.2216,2.6791,-1.6833,2.6525,-1.6666,-1.0577,0,0
4.1354,2.8104,-1.7658,2.5984,-1.6326,-1.1095,0,0
4.0451,2.9389,-1.8466,2.5416,-1.5969,-1.1602,0,0
3.9508,3.0645,-1.9255,2.4823,-1.5597,-1.2098,0,0
3.8526,3.1871,-2.0025,2.4206,-1.5209,-1.2582,0,0
3.7506,3.3066,-2.0776,2.3565,-1.4807,-1.3054,0,0
3.6448,3.4227,-2.1506,2.2901,-1.4389,-1.3512,0,0
3.5355,3.5355,-2.2214,2.2214,-1.3958,-1.3958,0,0
3.4227,3.6448,-2.2901,2.1506,-1.3512,-1.4389,0,0
3.3066,3.7506,-2.3565,2.0776,-1.3054,-1.4807,0,0
3.1871,3.8526,-2.4206,2.0025,-1.2582,-1.5209,0,0
3.0645,3.9508,-2.4823,1.9255,-1.2098,-1.5597,0,0
2.9389,4.0451,-2.5416,1.8466,-1.1602,-1.5969,0,0
2.8104,4.1354,-2.5984,1.7658,-1.1095,-1.6326,0,0
2.6791,4.2216,-2.6525,1.6833,-1.0577,-1.6666,0,0
2.5452,4.3037,-2.7041,1.5992,-1.0048,-1.699,0,0
2.4088,4.3815,-2.753,1.5135,-0.95094,-1.7298,0,0
2.27,4.455,-2.7992,1.4263,-0.89614,-1.7588,0,0
2.1289,4.5241,-2.8426,1.3376,-0.84045,-1.7861,0,0
1.9857,4.5888,-2.8832,1.2477,-0.78394,-1.8116,0,0
1.8406,4.6489,-2.921,1.1565,-0.72665,-1.8353,0,0
1.6937,4.7044,-2.9559,1.0642,-0.66864,-1.8572,0,0
1.5451,4.7553,-2.9878,0.97081,-0.60998,-1.8773,0,0
1.395,4.8015,-3.0169,0.87648,-0.55071,-1.8955,0,0
1.2434,4.8429,-3.0429,0.78128,-0.49089,-1.9119,0,0
1.0907,4.8796,-3.0659,0.68532,-0.4306,-1.9264,0,0
0.93691,4.9114,-3.0859,0.58868,-0.36988,-1.939,0,0
0.78217,4.9384,-3.1029,0.49145,-0.30879,-1.9496,0,0
0.62667,4.9606,-3.1168,0.39375,-0.2474,-1.9584,0,0
0.47054,4.9778,-3.1277,0.29565,-0.18576,-1.9652,0,0
0.31395,4.9901,-3.1354,0.19726,-0.12394,-1.97,0,0
0.15705,4.9975,-3.14,0.09868,-0.062002,-1.9729,0,0
-8.0406e-16,5,-3.1416,-5.0521e-16,3.1743e-16,-1.9739,0,0
-0.15705,4.9975,-3.14,-0.09868,0.062002,-1.9729,0,0
-0.31395,4.9901,-3.1354,-0.19726,0.12394,-1.97,0,0
-0.47054,4.9778,-3.1277,-0.29565,0.18576,-1.9652,0,0
-0.62667,4.9606,-3.1168,-0.39375,0.2474,-1.9584,0,0
-0.78217,4.9384,-3.1029,-0.49145,0.30879,-1.9496,0,0
-0.93691,4.9114,-3.0859,-0.58868,0.36988,-1.939,0,0
-1.0907,4.8796,-3.0659,-0.68532,0.4306,-1.9264,0,0
-1.2434,4.8429,-3.0429,-0.78128,0.49089,-1.9119,0,0
-1.395,4.8015,-3.0169,-0.87648,0.55071,-1.8955,0,0
