x,y,x2,y2,Fx,Fy,Fx2,Fy2
binit(4), info(1), current(4), error(4)
10,10,-10,-10,-1,0,-1,0
-500, -500, -500, -500,1,32.509, -48.1977, -47.0441, 32.6927,-0.0163851, -0.0158405, 0.017479, 0.016413
-500, -500, -500, -400,2,-29.8615, 19.3693, 19.7251, -28.229,0.18635, 0.18312, 0.807761, 0.840165
-500, -500, -500, -300,2,-18.1411, 11.4723, 11.8325, -16.4882,0.30941, 0.306527, 0.639379, 0.720148
-500, -500, -500, -200,2,-4.82867, -17.3754, -14.7162, 7.67975,0, -1.33227e-15, 2.22045e-16, -5.55112e-17
-500, -500, -500, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 0, 1.11022e-16
-500, -500, -500, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, -1.33227e-15, 0, 2.22045e-16
-500, -500, -500, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-8.88178e-16, -4.44089e-16, 0, -1.11022e-16
-500, -500, -500, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,0, 0, 1.11022e-16, 2.22045e-16
-500, -500, -500, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, 4.44089e-16, 0, 0
-500, -500, -500, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,-1.11022e-15, 0, 2.22045e-16, 1.11022e-16
-500, -500, -400, -500,2,13.1214, -21.7015, -20.9162, 1.66385,8.88178e-16, 0, 2.22045e-16, 2.77556e-16
-500, -500, -400, -400,2,-21.2942, 13.6006, 13.9576, -19.6558,0.277046, 0.273537, 0.688304, 0.751568
-500, -500, -400, -300,2,-7.29515, 11.5718, 10.4641, -7.53643,0.492438, 0.299467, 0.459857, 0.376504
-500, -500, -400, -200,2,-4.82867, -17.3754, -14.7162, 7.67975,8.88178e-16, 0, 0, 5.55112e-17
-500, -500, -400, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 8.88178e-16, -2.22045e-16, 0
-500, -500, -400, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, 4.44089e-16, 0, -5.55112e-17
-500, -500, -400, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 2.22045e-16, -1.11022e-16
-500, -500, -400, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,0, 4.44089e-16, 2.22045e-16, 5.55112e-17
-500, -500, -400, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,4.44089e-16, 0, 4.44089e-16, 2.22045e-16
-500, -500, -400, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -4.44089e-16, 0, -2.22045e-16
-500, -500, -300, -500,2,19.4003, -29.6163, -28.4222, 19.6607,0.209094, 0.153015, 0.217838, 0.194343
-500, -500, -300, -400,2,13.1214, -21.7015, -20.9162, 1.66385,4.44089e-16, -1.33227e-15, 3.33067e-16, 1.11022e-16
-500, -500, -300, -300,2,-20.4489, 13.0307, 13.3882, -18.8084,0.285788, 0.282425, 0.67586, 0.742829
-500, -500, -300, -200,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -8.88178e-16, 0, 1.11022e-16
-500, -500, -300, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 0, 0, 2.22045e-16
-500, -500, -300, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, -4.44089e-16, 0, 0
-500, -500, -300, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 0, 1.11022e-16
-500, -500, -300, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, -8.88178e-16, 0, -2.77556e-16
-500, -500, -300, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, -4.44089e-16, 2.22045e-16, 1.11022e-16
-500, -500, -300, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,0, 0, 0, 1.66533e-16
-500, -500, -200, -500,2,-4.82867, -17.3754, -14.7162, 7.67975,0, 4.44089e-16, -2.22045e-16, -1.11022e-16
-500, -500, -200, -400,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -8.88178e-16, 0, 1.66533e-16
-500, -500, -200, -300,2,13.1214, -21.7015, -20.9162, 1.66385,-4.44089e-16, 8.88178e-16, 4.44089e-16, 2.77556e-16
-500, -500, -200, -200,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -4.44089e-16, 2.22045e-16, 2.77556e-16
-500, -500, -200, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, -4.44089e-16, 2.22045e-16, 1.11022e-16
-500, -500, -200, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -4.44089e-16, 0, 2.22045e-16
-500, -500, -200, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 4.44089e-16, 1.11022e-16, 0
-500, -500, -200, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, -8.88178e-16, 3.33067e-16, -1.66533e-16
-500, -500, -200, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,4.44089e-16, 4.44089e-16, 0, 3.33067e-16
-500, -500, -200, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 0, -2.22045e-16, 1.11022e-16
-500, -500, -100, -500,2,-6.09169, 0.790318, 2.40963, 1.33649,0.384887, 0.0762519, -0.0738176, -0.124336
-500, -500, -100, -400,2,5.02159, -0.901634, -2.11393, -0.540295,0.495229, 0.0952769, 0.115073, 0.00312545
-500, -500, -100, -300,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -4.44089e-16, 0, 0
-500, -500, -100, -200,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 1.33227e-15, 0, 0
-500, -500, -100, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 0, 2.22045e-16, 2.77556e-16
-500, -500, -100, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,6.66134e-16, -4.44089e-16, 0, 2.22045e-16
-500, -500, -100, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 0, 0, 5.55112e-17
-500, -500, -100, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,0, -1.33227e-15, 0, -2.22045e-16
-500, -500, -100, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, -1.33227e-15, 0, 2.22045e-16
-500, -500, -100, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 1.33227e-15, 1.11022e-16, -5.55112e-17
-500, -500, 0, -500,2,4.82867, 17.3754, 14.7162, -7.67975,-4.44089e-16, 0, -2.22045e-16, 1.11022e-16
-500, -500, 0, -400,2,6.09156, -0.70684, -2.36717, -1.52376,0.383387, 0.0688998, -0.0730688, -0.159835
-500, -500, 0, -300,2,6.47614, -0.812917, -2.54768, -1.48208,0.346256, 0.0754757, -0.141383, -0.143775
-500, -500, 0, -200,2,-6.2761, 0.767601, 2.4587, 1.48164,0.365771, 0.0727806, -0.105956, -0.147924
-500, -500, 0, -100,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 0, 0
-500, -500, 0, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,-4.44089e-16, 0, -2.22045e-16, -1.66533e-16
-500, -500, 0, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,0, 0, 0, 1.66533e-16
-500, -500, 0, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 0, 2.22045e-16
-500, -500, 0, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,2.22045e-16, -8.88178e-16, 3.33067e-16, -1.66533e-16
-500, -500, 0, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, -2.22045e-16, 0
-500, -500, 100, -500,2,-6.14917, 1.06554, 2.56883, 0.74821,0.383048, 0.105446, -0.083969, -0.0123528
-500, -500, 100, -400,2,4.82867, 17.3754, 14.7162, -7.67975,-2.22045e-16, 0, 0, 0
-500, -500, 100, -300,2,-6.64927, 1.68883, 3.05153, -0.395099,0.339473, 0.181427, -0.157649, 0.207207
-500, -500, 100, -200,2,-6.63828, 0.90972, 2.65041, 1.34763,0.331546, 0.0833998, -0.170449, -0.114911
-500, -500, 100, -100,2,-6.41728, 0.880604, 2.56291, 1.30011,0.353341, 0.0825969, -0.13149, -0.11059
-500, -500, 100, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 0, 0
-500, -500, 100, 100,2,-4.82867, -17.3754, -14.7162, 7.67975,-8.88178e-16, -4.44089e-16, -2.22045e-16, -5.55112e-17
-500, -500, 100, 200,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, 0, 1.11022e-16, 1.66533e-16
-500, -500, 100, 300,2,-4.82867, -17.3754, -14.7162, 7.67975,-1.11022e-15, 0, 2.22045e-16, 1.11022e-16
-500, -500, 100, 400,2,-4.82867, -17.3754, -14.7162, 7.67975,-2.22045e-16, -8.88178e-16, -2.22045e-16, 0
-500, -500, 200, -500,2,4.82867, 17.3754, 14.7162, -7.67975,-4.44089e-16, 8.88178e-16, -2.22045e-16, -1.66533e-16
-500, -500, 200, -400,2,-6.6305, 1.20437, 2.79819, 0.682425,0.336796, 0.116032, -0.168308, 0.00991012
-500, -500, 200, -300,5,-5.55264, 1.77919, 2.7366, -1.15794,0.446195, 0.214198, 0.0628319, 0.313489
-500, -500, 200, -200,2,-6.61012, 0.848604, 2.60998, 1.4704,0.33333, 0.0776839, -0.165139, -0.13873
-500, -500, 200, -100,2,-6.36708, 0.76154, 2.48578, 1.54168,0.356508, 0.0709627, -0.121832, -0.157389
-500, -500, 200, 0,2,-4.82867, -17.3754, -14.7162, 7.67975,-1.11022e-15, 0, 0, 5.55112e-17
-500, -500, 200, 100,2,-6.28175, 0.730527, 2.44173, 1.56772,0.364576, 0.0691472, -0.106587, -0.164131
-500, -500, 200, 200,2,-6.52903, 0.832765, 2.57522, 1.46454,0.341246, 0.0769089, -0.150806, -0.139335
-500, -500, 200, 300,2,-6.41753, 0.730646, 2.4865, 1.63678,0.350769, 0.0681895, -0.130338, -0.174352
-500, -500, 200, 400,2,-6.36843, 0.698669, 2.45401, 1.68348,0.355199, 0.0656386, -0.121384, -0.184259
