x,y,x2,y2,Fx,Fy,Fx2,Fy2
binit(4), info(1), current(4), error(4)
-10,1,-9,1,-1.90379,-0.0501041,-1.75166,-0.0451498
-500, -500, -500, -500,2,-9.92744, -2.36116, -2.84852, 1.80651,7.51887e-12, -2.00484e-10, 6.93978e-12, -1.92395e-10, 0.0182678
-500, -500, -500, -300,2,-9.92744, -2.36116, -2.84852, 1.80651,2.86882e-12, -7.64884e-11, 2.64788e-12, -7.34024e-11, 0.00572054
-500, -500, -500, -100,2,-9.92744, -2.36116, -2.84852, 1.80651,-6.24278e-12, 1.66458e-10, -5.7625e-12, 1.59742e-10, 0.00548616
-500, -500, -500, 100,2,-9.92744, -2.36116, -2.84852, 1.80651,-3.27782e-12, 8.7383e-11, -3.02447e-12, 8.38574e-11, 0.00537987
-500, -500, -500, 300,2,-9.92744, -2.36116, -2.84852, 1.80651,4.87699e-12, -1.30043e-10, 4.50173e-12, -1.24797e-10, 0.00500476
-500, -500, -300, -500,5,-10.8155, 18.3063, 27.6359, -22.9577,-1.97333e-07, -6.59202e-06, 2.69431e-07, 4.75189e-06, 0.0735709
-500, -500, -300, -300,2,-9.92744, -2.36116, -2.84852, 1.80651,-7.00706e-12, 1.86823e-10, -6.46727e-12, 1.79286e-10, 0.00517646
-500, -500, -300, -100,2,-9.92744, -2.36116, -2.84852, 1.80651,-6.80833e-12, 1.81531e-10, -6.28431e-12, 1.74207e-10, 0.00528514
-500, -500, -300, 100,2,-9.92744, -2.36116, -2.84852, 1.80651,-3.47589e-12, 9.26876e-11, -3.20854e-12, 8.8948e-11, 0.00539746
-500, -500, -300, 300,2,-9.92744, -2.36116, -2.84852, 1.80651,5.14366e-12, -1.37153e-10, 4.74776e-12, -1.31619e-10, 0.00507705
-500, -500, -100, -500,2,-10.8163, 18.3238, 27.6639, -22.9819,-7.3636e-11, -4.21338e-09, 1.53806e-10, 1.11733e-09, 0.0590901
-500, -500, -100, -300,2,-9.92744, -2.36116, -2.84852, 1.80651,-6.18749e-12, 1.64972e-10, -5.71077e-12, 1.58316e-10, 0.00545358
-500, -500, -100, -100,2,-9.92744, -2.36116, -2.84852, 1.80651,-7.42628e-12, 1.97999e-10, -6.85429e-12, 1.90011e-10, 0.00527899
-500, -500, -100, 100,2,-9.92744, -2.36116, -2.84852, 1.80651,-3.69327e-12, 9.84633e-11, -3.40838e-12, 9.44906e-11, 0.00527803
-500, -500, -100, 300,2,-9.92744, -2.36116, -2.84852, 1.80651,5.43632e-12, -1.44952e-10, 5.01843e-12, -1.39104e-10, 0.0050755
-500, -500, 100, -500,2,-10.8163, 18.3238, 27.6639, -22.9819,-7.79052e-11, -5.07164e-09, 1.81239e-10, 9.57727e-10, 0.0630721
-500, -500, 100, -300,2,-9.92744, -2.36116, -2.84852, 1.80651,-6.1251e-12, 1.63317e-10, -5.65326e-12, 1.56728e-10, 0.00536724
-500, -500, 100, -100,2,-9.92744, -2.36116, -2.84852, 1.80651,-5.38636e-12, 1.43614e-10, -4.97136e-12, 1.37819e-10, 0.00515072
-500, -500, 100, 100,2,-9.92744, -2.36116, -2.84852, 1.80651,-3.91953e-12, 1.04512e-10, -3.61799e-12, 1.00295e-10, 0.00528867
-500, -500, 100, 300,2,-9.92744, -2.36116, -2.84852, 1.80651,5.75628e-12, -1.53474e-10, 5.31264e-12, -1.47281e-10, 0.00497546
-500, -500, 300, -500,2,-9.92744, -2.36116, -2.84852, 1.80651,-4.77018e-12, 1.2717e-10, -4.40226e-12, 1.22039e-10, 0.0054167
-500, -500, 300, -300,2,-9.92744, -2.36116, -2.84852, 1.80651,-5.66991e-12, 1.5118e-10, -5.23293e-12, 1.4508e-10, 0.00544174
-500, -500, 300, -100,2,-9.92744, -2.36116, -2.84852, 1.80651,-6.19638e-12, 1.6523e-10, -5.72009e-12, 1.58563e-10, 0.0053836
-500, -500, 300, 100,2,-9.92744, -2.36116, -2.84852, 1.80651,-4.13292e-12, 1.10188e-10, -3.81517e-12, 1.05742e-10, 0.0051959
